I	FM	I
VITTORIA	NE	Vittoria
lächelnd	ADJD	lächelnd
.	$.	.
So	ADV	so
schwimme	VVFIN	schwimmen
ich	PPER	ich
auf	APPR	auf
einer	ART	eine
großen	ADJA	groß
Lüge	NN	Lüge
durchs	APPRART	durchs
Leben	NN	Leben
,	$,	,
wie	KOUS	wie
Europa	NE	Europa
auf	APPR	auf
dem	ART	die
Stier	NN	Stier
:	$.	:
die	ART	die
Schwester	NN	Schwester
meines	PPOSAT	mein
Kindes	NN	Kind
,	$,	,
schattenhaft	ADJD	schattenhaft
,	$,	,
zu	APPR	zu
einem	ART	eine
neuen	ADJA	neu
Wesen	NN	Wesen
fast	ADV	fast
verdoppelt	VVFIN	verdoppeln
–	ADJA	–
–	NN	–
Es	PPER	es
kommt	VVFIN	kommen
rechts	ADV	rechts
der	ART	die
Alte	NN	Alte
vor	PTKVZ	vor
,	$,	,
von	APPR	von
seiner	PPOSAT	sein
Dienerin	NN	Dienerin
und	KON	und
der	ART	die
Redegonda	NN	Redegonda
geführt	VVPP	führen
;	$.	;
hinter	APPR	hinter
ihm	PPER	er
Lorenzo	NE	Lorenzo
und	KON	und
der	ART	die
deutsche	ADJA	deutsch
Graf	NN	Graf
.	$.	.
Der	ART	die
Baron	NN	Baron
tritt	VVFIN	treten
etwas	ADV	etwas
zur	APPRART	zu
Seite	NN	Seite
nach	APPR	nach
rechts	ADV	rechts
vorne	ADV	vorne
,	$,	,
Lorenzo	NE	Lorenzo
zu	APPR	zu
ihm	PPER	er
.	$.	.
Die	ART	die
Redegonda	NN	Redegonda
präsentiert	VVFIN	präsentieren
den	ART	die
Alten	NN	Alte
und	KON	und
die	ART	die
Dienerin	NN	Dienerin
der	ART	die
Vittoria	NE	Vittoria
.	$.	.
Der	ART	die
Graf	NN	Graf
nimmt	VVFIN	nehmen
Anteil	NN	Anteil
.	$.	.
–	NN	–
Indessen	ADV	indessen
.	$.	.
LORENZO	NE	Lorenzo
zum	APPRART	zu
Baron	NN	Baron
.	$.	.
Nun	ADV	nun
weißt	VVFIN	weißen
du	PPER	du
,	$,	,
was	PRELS	was
mich	PRF	ich
in	APPR	in
den	ART	die
Boden	NN	Boden
schlug	VVFIN	schlagen
,	$,	,
als	KOUS	als
du	PPER	du
mir	PRF	ich
deine	PPOSAT	dein
Dose	NN	Dose
schenktest	VVFIN	schenktest
.	$.	.
Zwar	ADV	zwar
nicht	PTKNEG	nicht
jedes	PIAT	jede
Blut	NN	Blut
ist	VAFIN	sein
so	ADV	so
,	$,	,
daß	KOUS	dass
es	PPER	es
vor	APPR	vor
Staunen	NN	Staunen
und	KON	und
plötzlicher	ADJA	plötzlich
Verwirrung	NN	Verwirrung
fast	ADV	fast
gefriert	VVPP	gefrieren
.	$.	.
Ich	PPER	ich
müßte	VMFIN	müssen
diese	PDAT	dies
Eigenschaft	NN	Eigenschaft
in	APPR	in
meinem	PPOSAT	mein
ein	ART	eine
Weibererbteil	NN	Weibererbteil
nennen	VVINF	nennen
und	KON	und
mich	PRF	ich
schämen	VVINF	schämen
,	$,	,
wüßt	VVFIN	wüßt
ichs	ADJD	ichs
dafür	PAV	dafür
nicht	PTKNEG	nicht
ziemlich	ADV	ziemlich
frei	ADJD	frei
von	APPR	von
Feigheit	NN	Feigheit
und	KON	und
fieberfrei	ADJD	fieberfrei
,	$,	,
wo	PWAV	wo
wirkliche	ADJA	wirklich
Gefahr	NN	Gefahr
.	$.	.
Baron	NN	Baron
schweigt	VVFIN	schweigen
mit	APPR	mit
einer	ART	eine
verlegenen	ADJA	verlegenen
Bewegung	NN	Bewegung
.	$.	.
LORENZO	NE	Lorenzo
erklärend	ADJD	erklärend
.	$.	.
Ich	PPER	ich
weiß	VVFIN	wissen
erst	ADV	erst
heute	ADV	heute
,	$,	,
daß	KOUS	dass
Vittorias	NE	Vittorias
Bruder	NN	Bruder
von	APPR	von
Mutter-	TRUNC	Mutter-
zwar	ADV	zwar
,	$,	,
doch	ADV	doch
nicht	PTKNEG	nicht
von	APPR	von
Vaterseite	NN	Vaterseite
ihr	PPOSAT	ihr
Bruder	NN	Bruder
ist	VAFIN	sein
–	ADJA	–
BARON	NN	Baron
ablenkend	ADJD	ablenkend
.	$.	.
Ich	PPER	ich
kannte	VVFIN	kennen
einen	ART	eine
Marschall	NN	Marschall
von	APPR	von
Frankreich	NE	Frankreich
,	$,	,
den	PRELS	die
der	ART	die
Anblick	NN	Anblick
weißer	ADJA	weiß
Mäuse	NN	Maus
in	APPR	in
Ohnmacht	NN	Ohnmacht
warf	VVFIN	werfen
.	$.	.
Es	PPER	es
gibt	VVFIN	geben
dergleichen	PIS	dergleichen
Spiele	NN	Spiel
–	NN	–
Vittoria	NE	Vittoria
läßt	VVFIN	lassen
sich	PRF	sich
von	APPR	von
einem	ART	eine
Diener	NN	Diener
die	ART	die
große	ADJA	groß
Fruchtschüssel	NN	Fruchtschüssel
reichen	VVFIN	reichen
und	KON	und
legt	VVFIN	legen
Feigen	NN	Feige
und	KON	und
Orangen	NN	Orange
in	APPR	in
einen	ART	eine
Korb	NN	Korb
,	$,	,
den	PRELS	die
die	ART	die
alte	ADJA	alt
Dienerin	NN	Dienerin
hält	VVFIN	halten
.	$.	.
Der	ART	die
Alte	NN	Alte
sieht	VVFIN	sehen
mit	APPR	mit
leuchtenden	ADJA	leuchtend
Augen	NN	Auge
zu	PTKVZ	zu
.	$.	.
VITTORIA	NE	Vittoria
.	$.	.
Ja	PTKANT	ja
,	$,	,
deine	PPOSAT	dein
Anna	NN	Anna
trägt	VVFIN	tragen
sie	PPER	sie
dir	PRF	du
nach	APPR	nach
Haus	NN	Haus
,	$,	,
und	KON	und
sie	PPER	sie
gehören	VVFIN	gehören
alle	PIS	alle
dir	PPER	du
.	$.	.
Die	ART	die
Welt	NN	Welt
ist	VAFIN	sein
für	APPR	für
ihn	PPER	er
wieder	ADV	wieder
,	$,	,
wie	KOUS	wie
für	APPR	für
Kinderaugen	NN	Kinderauge
zurückgekrochen	VVFIN	zurückgekrochen
in	APPR	in
die	ART	die
runde	ADJA	rund
goldne	ADJA	goldne
Orange	NN	Orange
.	$.	.
Möglich	ADJD	möglich
hat	VAFIN	haben
er	PPER	er
selbst	ADV	selbst
einmal	ADV	einmal
den	ART	die
Kern	NN	Kern
,	$,	,
bei	APPR	bei
Gott	NN	Gott
!	$.	!
unwissend	ADJD	unwissend
hingestreut	VVFIN	hingestreut
,	$,	,
daraus	PAV	daraus
der	ART	die
Baum	NN	Baum
entstand	VVFIN	entstehen
,	$,	,
von	APPR	von
dem	PRELS	die
die	PDS	die
kommt	VVFIN	kommen
.	$.	.
Er	PPER	er
war	VAFIN	sein
vielleicht	ADV	vielleicht
bei	APPR	bei
einer	PIS	eine
,	$,	,
die	PRELS	die
er	PPER	er
liebte	VVFIN	lieben
,	$,	,
und	KON	und
wie	KOUS	wie
die	ART	die
Nacht	NN	Nacht
verging	VVFIN	vergehen
und	KON	und
ihnen	PPER	sie
Küsse	NN	Kuss
den	ART	die
Sommerdurst	NN	Sommerdurst
nicht	PTKNEG	nicht
stillten	VVFIN	stillen
,	$,	,
schälten	VVFIN	schälen
sie	PPER	sie
,	$,	,
im	APPRART	in
Bette	NN	Bett
aufgestützt	VVPP	aufstützen
,	$,	,
solch	PIAT	solche
eine	ART	eine
Frucht	NN	Frucht
und	KON	und
warfen	VVFIN	werfen
ihre	PPOSAT	ihr
Kerne	NN	Kern
durch	APPR	durch
das	ART	die
Fenster	NN	Fenster
nach	APPR	nach
einer	ART	eine
Fledermaus	NN	Fledermaus
,	$,	,
die	PRELS	die
draußen	ADV	draußen
schwirrte	VVFIN	schwirren
.	$.	.
Sie	PPER	Sie
wühlten	VVFIN	wühlten
in	APPR	in
dem	ART	die
kühlen	ADJA	kühl
Fleisch	NN	Fleisch
der	ART	die
Frucht	NN	Frucht
und	KON	und
teilten	VVFIN	teilen
ihren	PPOSAT	ihr
Duft	NN	Duft
und	KON	und
Purpursaft	NN	Purpursaft
mit	APPR	mit
trunknen	ADJA	trunknen
Fingern	NN	Finger
,	$,	,
die	PRELS	die
in	APPR	in
einer	ART	eine
Welt	NN	Welt
von	APPR	von
Leben	NN	Leben
,	$,	,
Lust	NN	Lust
und	KON	und
Traum	NN	Traum
zu	PTKZU	zu
wühlen	VVINF	wühlen
meinten	VVFIN	meinen
–	NN	–
und	KON	und
ihre	PPOSAT	ihr
Lippen	NN	Lippe
teilten	VVFIN	teilen
eine	ART	eine
Welt	NN	Welt
!	$.	!
Nun	ADV	nun
hat	VAFIN	haben
die	ART	die
Zeit	NN	Zeit
dies	PDS	dies
alles	PIS	alle
umgekehrt	ADJD	umgekehrt
wie	KOKOM	wie
eine	ART	eine
Sanduhr	NN	Sanduhr
,	$,	,
und	KON	und
die	ART	die
ganze	ADJA	ganz
Welt	NN	Welt
,	$,	,
rückflutend	ADJD	rückflutend
,	$,	,
ließ	VVFIN	lassen
ihm	PPER	er
nichts	PIS	nichts
als	KOKOM	als
diese	PDAT	dies
Frucht	NN	Frucht
zurück	PTKVZ	zurück
.	$.	.
DER	ART	die
GRAF	NN	Graf
.	$.	.
Ich	PPER	ich
führ	VVIMP	führen
in	APPR	in
meiner	PPOSAT	mein
Gondel	NN	Gondel
ihn	PPER	er
nach	APPR	nach
Haus	NN	Haus
:	$.	:
er	PPER	er
wohnt	VVFIN	wohnen
in	APPR	in
einem	ART	eine
Winkel	NN	Winkel
der	ART	die
Giudecca	NE	Giudecca
,	$,	,
wo	PWAV	wo
morsche	ADJA	morsch
Leiber	NN	Leib
alter	ADJA	alt
Schiffe	NN	Schiff
liegen	VVFIN	liegen
und	KON	und
,	$,	,
langsam	ADJD	langsam
faulend	ADJD	faulend
,	$,	,
auf	APPR	auf
das	ART	die
hohe	ADJA	hoch
Meer	NN	Meer
aus	APPR	aus
blinden	ADJA	blind
Augenhöhlen	NN	Augenhöhle
–	ADJA	–
REDEGONDA	NN	REDEGONDA
.	$.	.
Wie	KOUS	wie
!	$.	!
und	KON	und
ich	PPER	ich
?	$.	?
Ich	PPER	ich
fahr	VVIMP	fahren
nicht	PTKNEG	nicht
mit	PTKVZ	mit
!	$.	!
Dort	ADV	dort
ist	VAFIN	sein
nichts	PIS	nichts
als	KOKOM	als
Gesindel	NN	Gesindel
,	$,	,
hohläugige	ADJA	hohläugige
Kinder	NN	Kind
–	NN	–
DER	NE	DER
GRAF	NE	Graf
.	$.	.
Kommen	VVFIN	kommen
Sie	PPER	Sie
nicht	PTKNEG	nicht
mit	PTKVZ	mit
,	$,	,
so	ADV	so
finden	VVFIN	finden
wir	PPER	wir
uns	PRF	wir
auf	APPR	auf
der	ART	die
Piazza	NE	Piazza
später	ADJD	spät
,	$,	,
in	APPR	in
einer	ART	eine
Stunde	NN	Stunde
.	$.	.
Die	ART	die
Redegonda	NN	Redegonda
tritt	VVFIN	treten
einen	ART	eine
Schritt	NN	Schritt
nach	APPR	nach
rückwärts	ADV	rückwärts
,	$,	,
die	ART	die
Dienerin	NN	Dienerin
fährt	VVFIN	fahren
den	ART	die
Alten	NN	Alte
weg	PTKVZ	weg
.	$.	.
VITTORIA	NE	Vittoria
zu	APPR	zu
dem	ART	die
Grafen	NN	Graf
.	$.	.
Schön	ADJD	schön
ist	VAFIN	sein
an	APPR	an
euch	PPER	ihr
Deutschen	ADJA	deutsch
–	NN	–
daß	KOUS	dass
ihr	PPOSAT	ihr
Liebende	NN	Liebende
sein	VAINF	sein
und	KON	und
doch	ADV	doch
zugleich	ADV	zugleich
vom	APPRART	von
Vater	NN	Vater
und	KON	und
vom	APPRART	von
Bruder	NN	Bruder
einen	ART	eine
Schimmer	NN	Schimmer
an	APPR	an
euch	PPER	ihr
bewahren	VVINF	bewahren
könnt	VMFIN	können
.	$.	.
Hier	ADV	hier
liegt	VVFIN	liegen
ein	ART	eine
Grund	NN	Grund
,	$,	,
euch	PPER	ihr
recht	ADJD	recht
zu	PTKZU	zu
lieben	VVINF	lieben
,	$,	,
wenn	KOUS	wenn
man	PIS	man
euch	PPER	ihr
versteht	VVFIN	verstehen
.	$.	.
REDEGONDA	NN	REDEGONDA
flüsternd	ADJD	flüsternd
zum	APPRART	zu
Baron	NN	Baron
,	$,	,
der	PRELS	die
zu	APPR	zu
ihr	PPER	ihr
getreten	VVPP	treten
ist	VAFIN	sein
.	$.	.
So	ADV	so
gib	VVIMP	geben
doch	ADV	doch
acht	CARD	acht
!	$.	!
Er	PPER	er
würde	VAFIN	werden
mich	PRF	ich
ermorden	VVINF	ermorden
!	$.	!
DER	ART	die
GRAF	NN	Graf
lächelnd	ADJD	lächelnd
.	$.	.
Meint	VVFIN	meinen
Ihrs	PPOSS	ihr
auf	APPR	auf
den	ART	die
?	$.	?
Dann	ADV	dann
wärs	ADJD	wärs
von	APPR	von
Söhnen	NN	Sohn
etwas	ADV	etwas
–	ADJA	–
REDEGONDA	NN	REDEGONDA
etwas	ADV	etwas
rückwärts	ADV	rückwärts
,	$,	,
zum	APPRART	zu
Grafen	NN	Graf
.	$.	.
Friedrich	NE	Friedrich
,	$,	,
Sie	PPER	Sie
kommen	VVFIN	kommen
nicht	PTKNEG	nicht
?	$.	?
VITTORIA	NE	Vittoria
zum	APPRART	zu
Grafen	NN	Graf
.	$.	.
Ich	PPER	ich
meins	PPOSS	mein
auf	APPR	auf
den	ART	die
vielleicht	ADV	vielleicht
,	$,	,
und	KON	und
auch	ADV	auch
auf	APPR	auf
die	ART	die
.	$.	.
DER	ART	die
GRAF	NN	Graf
.	$.	.
Ihr	PPER	sie
seid	VAFIN	sein
sehr	ADV	sehr
gut	ADJD	gut
–	ADJD	–
Er	PPER	er
küßt	VVFIN	küssen
ihr	PPER	ihr
die	ART	die
Hand	NN	Hand
,	$,	,
sie	PPER	sie
reden	VVFIN	reden
noch	ADV	noch
,	$,	,
langsam	ADJD	langsam
nach	APPR	nach
rückwärts	ADV	rückwärts
gehend	ADJD	gehend
.	$.	.
Die	ART	die
Gruppe	NN	Gruppe
am	APPRART	an
Klavier	NN	Klavier
hat	VAFIN	haben
sich	PRF	sich
aufgelöst	VVPP	auflösen
und	KON	und
mit	APPR	mit
Ausnahme	NN	Ausnahme
der	ART	die
Marfisa	NE	Marfisa
,	$,	,
die	PRELS	die
sitzenbleibt	VVFIN	sitzenbleiben
,	$,	,
sind	VAFIN	sein
alle	PIS	alle
nach	ADV	nach
rückwärts	ADV	rückwärts
gegangen	VVPP	gehen
.	$.	.
BARON	NN	Baron
rechts	ADV	rechts
vorne	ADV	vorne
zu	APPR	zu
Lorenzo	NE	Lorenzo
,	$,	,
dem	ART	die
Alten	NN	Alte
nachsehend	ADJD	nachsehend
.	$.	.
Das	PDS	die
wird	VAFIN	werden
aus	APPR	aus
uns	PPER	wir
!	$.	!
LORENZO	NE	Lorenzo
.	$.	.
Ich	PPER	ich
glaub	VVIMP	glauben
,	$,	,
ich	PPER	ich
hab	VAIMP	haben
gehört	VVFIN	gehören
,	$,	,
daß	KOUS	dass
er	PPER	er
sehr	ADV	sehr
schön	ADJD	schön
war	VAFIN	sein
und	KON	und
von	APPR	von
vielen	PIAT	viele
Frauen	NN	Frau
geliebt	VVPP	lieben
–	ADJA	–
BARON	NN	Baron
.	$.	.
Nicht	PTKNEG	nicht
möglich	ADJD	möglich
!	$.	!
Hast	VAFIN	haben
du	PPER	du
seine	PPOSAT	sein
Lippen	NN	Lippe
gesehn	VVFIN	gesehn
?	$.	?
LORENZO	NE	Lorenzo
.	$.	.
Es	PPER	es
gibt	VVFIN	geben
vielleicht	ADV	vielleicht
Gedichte	NN	Gedicht
drauf	PAV	drauf
!	$.	!
Er	PPER	er
sang	VVFIN	singen
in	APPR	in
einer	PIS	eine
seiner	PPOSAT	sein
Opern	NN	Oper
–	ADJD	–
man	PIS	man
verglich	VVFIN	vergleichen
die	ART	die
Lippen	NN	Lippe
einer	ART	eine
halbgeöffneten	ADJA	halbgeöffnet
Granatfrucht	NN	Granatfrucht
–	ADJA	–
BARON	NN	Baron
.	$.	.
Weißt	VVFIN	weißen
du	PPER	du
das	PDS	die
?	$.	?
Für	APPR	für
sich	PRF	sich
.	$.	.
Er	PPER	er
ist	VAFIN	sein
nicht	PTKNEG	nicht
doppelt	ADJD	doppelt
so	ADV	so
alt	ADJD	alt
wie	KOKOM	wie
ich	PPER	ich
,	$,	,
und	KON	und
wär	ADJD	wär
ers	VVFIN	ers
,	$,	,
wärs	VVFIN	wärs
kein	PIAT	keine
Trost	NN	Trost
!	$.	!
Nur	ADV	nur
keinen	PIAT	keine
Tag	NN	Tag
verlieren	VVINF	verlieren
,	$,	,
keiner	PIS	keine
kommt	VVFIN	kommen
zurück	PTKVZ	zurück
!	$.	!
Er	PPER	er
sieht	VVFIN	sehen
,	$,	,
daß	KOUS	dass
Marfisa	NE	Marfisa
allein	ADV	allein
ist	VAFIN	sein
,	$,	,
geht	VVFIN	gehen
mit	APPR	mit
einer	ART	eine
verbindlichen	ADJA	verbindlich
Bewegung	NN	Bewegung
gegen	APPR	gegen
Lorenzo	NE	Lorenzo
eilig	ADJD	eilig
zu	APPR	zu
ihr	PPER	ihr
hinüber	PTKVZ	hinüber
,	$,	,
spricht	VVFIN	sprechen
eifrig	ADJD	eifrig
mit	APPR	mit
ihr	PPER	ihr
;	$.	;
sie	PPER	sie
lacht	VVFIN	lachen
.	$.	.
Lorenzo	NE	Lorenzo
geht	VVFIN	gehen
zu	APPR	zu
der	ART	die
Gruppe	NN	Gruppe
im	APPRART	in
Hintergrund	NN	Hintergrund
.	$.	.
Von	APPR	von
dieser	PDAT	dies
lösen	VVFIN	lösen
sich	PRF	sich
bald	ADV	bald
Cesarino	NE	Cesarino
und	KON	und
Vittoria	NE	Vittoria
und	KON	und
kommen	VVFIN	kommen
wieder	ADV	wieder
vor	PTKVZ	vor
,	$,	,
jeder	PIS	jede
für	APPR	für
sich	PRF	sich
,	$,	,
er	PPER	er
links	ADV	links
,	$,	,
sie	PPER	sie
rechts	ADV	rechts
.	$.	.
Cesarino	NE	Cesarino
betrachtet	VVFIN	betrachten
den	ART	die
Baron	NN	Baron
.	$.	.
Dann	ADV	dann
bemerkt	VVFIN	bemerken
er	PPER	er
Vittoria	NE	Vittoria
,	$,	,
geht	VVFIN	gehen
lebhaft	ADJD	lebhaft
zu	APPR	zu
ihr	PPER	ihr
.	$.	.
Beide	PIS	beide
stehen	VVFIN	stehen
rechts	ADV	rechts
im	APPRART	in
Mittelgrund	NN	Mittelgrund
,	$,	,
halb	ADJD	halb
den	ART	die
zwei	CARD	zwei
andern	PIS	andere
zugewandt	VVPP	zuwenden
.	$.	.
Indessen	ADV	indessen
.	$.	.
BARON	NN	Baron
zu	APPR	zu
Marfisa	NE	Marfisa
.	$.	.
Ich	PPER	ich
muß	VMFIN	müssen
wahrhaftig	ADJD	wahrhaftig
heut	VVFIN	heuen
vor	APPR	vor
Abend	NN	Abend
fort	PTKVZ	fort
,	$,	,
und	KON	und
doppelt	ADJD	doppelt
gibt	VVFIN	geben
,	$,	,
wer	PWS	wer
gleich	ADJD	gleich
gibt	VVFIN	geben
,	$,	,
schöne	ADJA	schön
Kleine	NN	Kleine
!	$.	!
MARFISA	NE	MARFISA
lacht	VVFIN	lachen
,	$,	,
scheint	VVFIN	scheinen
ihm	PPER	er
etwas	PIS	etwas
zu	PTKZU	zu
versprechen	VVINF	versprechen
.	$.	.
Vor	APPR	vor
Abend	NN	Abend
,	$,	,
das	PDS	die
ist	VAFIN	sein
lang	ADJD	lang
!	$.	!
BARON	NN	Baron
.	$.	.
Drei	CARD	drei
kurze	ADJA	kurz
Stunden	NN	Stunde|Stunden
!	$.	!
Er	PPER	er
zieht	VVFIN	zeihen|ziehen
seine	PPOSAT	sein
Uhr	NN	Uhr
heraus	PTKVZ	heraus
,	$,	,
beide	PIS	beide
neigen	VVFIN	neigen
sich	PRF	sich
über	APPR	über
die	ART	die
Uhr	NN	Uhr
.	$.	.
Marfisa	NE	Marfisa
streckt	VVFIN	strecken
drei	CARD	drei
Finger	NN	Finger
in	APPR	in
die	ART	die
Höhe	NN	Höhe
,	$,	,
er	PPER	er
küßt	VVFIN	küssen
flüchtig	ADJD	flüchtig
ihre	PPOSAT	ihr
Fingerspitzen	NN	Fingerspitze
.	$.	.
Sie	PPER	Sie
deutet	VVFIN	deuten
,	$,	,
er	PPER	er
solle	VMFIN	sollen
jetzt	ADV	jetzt
zu	APPR	zu
den	ART	die
andern	PIS	andere
gehen	VVINF	gehen
.	$.	.
CESARINO	ADJD	CESARINO
lebhaft	ADJD	lebhaft
zu	APPR	zu
Vittoria	NE	Vittoria
.	$.	.
Schwester	NN	Schwester
,	$,	,
der	ART	die
fremde	ADJA	fremd
Mensch	NN	Mensch
gefällt	VVFIN	gefallen
mir	PPER	ich
sehr	ADV	sehr
–	ADJA	–
VITTORIA	NE	Vittoria
.	$.	.
Hat	VAFIN	haben
er	PPER	er
denn	ADV	denn
viel	ADV	viel
mit	APPR	mit
dir	PRF	du
geredet	VVPP	reden
?	$.	?
CESARINO	NE	Cesarino
.	$.	.
Nein	PTKANT	nein
!	$.	!
Allein	ADV	allein
die	ART	die
Art	NN	Art
,	$,	,
und	KON	und
daß	KOUS	dass
er	PPER	er
wieder	ADV	wieder
jetzt	ADV	jetzt
mit	APPR	mit
der	ART	die
Marfisa	NE	Marfisa
spricht	VVFIN	sprechen
–	ADJA	–
schau	VVIMP	schauen
,	$,	,
wie	KOUS	wie
sie	PPER	sie
lacht	VVFIN	lachen
!	$.	!
ich	PPER	ich
weiß	VVFIN	wissen
nicht	PTKNEG	nicht
,	$,	,
was	PWS	was
es	PPER	es
ist	VAFIN	sein
–	ADJD	–
ich	PPER	ich
hab	VAIMP	haben
ihn	PPER	er
gern	ADV	gern
!	$.	!
VITTORIA	NE	Vittoria
küßt	VVFIN	küssen
ihn	PPER	er
auf	APPR	auf
die	ART	die
Stirn	NN	Stirn
.	$.	.
Stellst	VVFIN	stellen
du	PPER	du
dir	PPER	du
vor	PTKVZ	vor
,	$,	,
du	PPER	du
möchtest	VMFIN	mögen
gern	ADV	gern
einmal	ADV	einmal
so	ADV	so
sein	VAINF	sein
?	$.	?
CESARINO	NE	Cesarino
.	$.	.
Wie	KOUS	wie
der	ART	die
?	$.	?
ganz	ADV	ganz
so	ADV	so
und	KON	und
nichts	PIS	nichts
als	KOKOM	als
das	PDS	die
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
Ja	PTKANT	ja
,	$,	,
was	PRELS	was
denn	ADV	denn
noch	ADV	noch
?	$.	?
berühmt	ADJD	berühmt
?	$.	?
CESARINO	NE	Cesarino
.	$.	.
Ja	PTKANT	ja
,	$,	,
auch	ADV	auch
berühmt	ADJD	berühmt
!	$.	!
Um	APPR	um
alle	PIAT	alle
auszulachen	VVIZU	auslachen
,	$,	,
die	PRELS	die
den	ART	die
Ruhm	NN	Ruhm
wie	KOKOM	wie
eine	ART	eine
große	ADJA	groß
Staatsperücke	NN	Staatsperücke
tragen	VVINF	tragen
!	$.	!
VITTORIA	NE	Vittoria
.	$.	.
Wie	KOUS	wie
trügst	VVFIN	trügst
denn	ADV	denn
du	PPER	du
ihn	PPER	er
?	$.	?
CESARINO	NE	Cesarino
.	$.	.
Wie	KOUS	wie
eine	ART	eine
Schuhschnalle	NN	Schuhschnalle
.	$.	.
VITTORIA	NE	Vittoria
.	$.	.
Wenn	KOUS	wenn
er	PPER	er
jetzt	ADV	jetzt
herkommt	VVFIN	herkommen
,	$,	,
sprich	VVIMP	sprechen
noch	ADV	noch
mehr	ADV	mehr
mit	APPR	mit
ihm	PPER	er
,	$,	,
und	KON	und
merk	VVIMP	merken
auf	APPR	auf
alles	PIS	alle
gut	ADJD	gut
,	$,	,
was	PRELS	was
er	PPER	er
dir	PRF	du
sagt	VVFIN	sagen
.	$.	.
Marfisa	NE	Marfisa
ist	VAFIN	sein
aufgestanden	VVPP	aufstehen
und	KON	und
mit	APPR	mit
einem	ART	eine
Blick	NN	Blick
auf	APPR	auf
Vittoria	NE	Vittoria
langsam	ADJD	langsam
und	KON	und
lautlos	ADJD	lautlos
nach	APPR	nach
rückwärts	ADV	rückwärts
gegangen	VVPP	gehen
,	$,	,
wo	PWAV	wo
sie	PPER	sie
in	APPR	in
der	ART	die
Tür	NN	Türe
rechts	ADV	rechts
verschwindet	VVFIN	verschwinden
.	$.	.
BARON	NN	Baron
tritt	VVFIN	treten
mit	APPR	mit
einer	ART	eine
leisen	ADJA	leise
Verlegenheit	NN	Verlegenheit
zu	APPR	zu
Vittoria	NE	Vittoria
und	KON	und
Cesarino	NE	Cesarino
.	$.	.
Bruder	NN	Bruder
und	KON	und
Schwester	NN	Schwester
!	$.	!
CESARINO	NE	Cesarino
.	$.	.
Das	PDS	die
sind	VAFIN	sein
wir	PPER	wir
doch	ADV	doch
wirklich	ADJD	wirklich
!	$.	!
Sie	PPER	Sie
sagens	VVFIN	sagens
so	ADV	so
wie	KOKOM	wie
»	NN	»
Diana	NE	Diana
und	KON	und
Endymion	NN	Endymion
«	ADJA	«
,	$,	,
»	ADJA	»
Zeus	NE	Zeus
und	KON	und
Europa	NE	Europa
«	ADJD	«
,	$,	,
ganz	ADJD	ganz
als	KOKOM	als
ob	KOUS	ob
es	PPER	es
Masken	NN	Maske
wären	VAFIN	sein
.	$.	.
VITTORIA	NE	Vittoria
.	$.	.
Er	PPER	er
ist	VAFIN	sein
zu	PTKA	zu
unverschämt	ADJD	unverschämt
!	$.	!
BARON	NN	Baron
.	$.	.
Es	PPER	es
ist	VAFIN	sein
sein	PPOSAT	sein
Alter	NN	Alter
.	$.	.
Ich	PPER	ich
muß	VMFIN	müssen
ihn	PPER	er
bitten	VVINF	bitten
,	$,	,
daß	KOUS	dass
er	PPER	er
mir	PPER	ich
du	PPER	du
sagt	VVFIN	sagen
,	$,	,
daß	KOUS	dass
wird	VAFIN	werden
ihn	PPER	er
älter	ADJD	alt
machen	VVINF	machen
und	KON	und
mich	PPER	ich
jünger	ADJD	jung
.	$.	.
CESARINO	NE	Cesarino
.	$.	.
Warum	PWAV	warum
?	$.	?
es	PPER	es
sagen	VVFIN	sagen
Väter	NN	Vater
ja	ADV	ja
und	KON	und
Söhne	NN	Sohn
einander	PRF	einander
du	PPER	du
!	$.	!
BARON	NN	Baron
.	$.	.
Doch	KON	doch
Freunde	NN	Freund
auch	ADV	auch
.	$.	.
Es	PPER	es
gibt	VVFIN	geben
nicht	PTKNEG	nicht
wenig	PIAT	wenige
Städte	NN	Stadt
,	$,	,
wo	PWAV	wo
der	ART	die
ganze	ADJA	ganz
Adel	NN	Adel
sich	PRF	sich
so	ADV	so
zu	APPR	zu
Brüdern	NN	Bruder
macht	VVFIN	machen
.	$.	.
VITTORIA	NE	Vittoria
zu	APPR	zu
Cesarino	NE	Cesarino
.	$.	.
Laß	VVIMP	lassen
dir	PRF	du
von	APPR	von
ihm	PPER	er
erzählen	VVINF	erzählen
!	$.	!
Er	PPER	er
ist	VAFIN	sein
viel	ADV	viel
gereist	VVPP	reisen
:	$.	:
die	ART	die
Welt	NN	Welt
ist	VAFIN	sein
ihm	PPER	er
ein	ART	eine
offnes	ADJA	offnes
Buch	NN	Buch
.	$.	.
Sie	PPER	Sie
geht	VVFIN	gehen
nach	APPR	nach
rückwärts	ADV	rückwärts
,	$,	,
wo	PWAV	wo
sich	PRF	sich
indessen	ADV	indessen
alle	PIS	alle
empfohlen	VVPP	empfehlen
haben	VAFIN	haben
und	KON	und
Lorenzo	NE	Lorenzo
allein	ADV	allein
zurückgeblieben	VVPP	zurückbleiben
ist	VAFIN	sein
.	$.	.
CESARINO	ADJD	CESARINO
eifrig	ADJD	eifrig
zum	APPRART	zu
Baron	NN	Baron
.	$.	.
